,Unnamed: 0,지역,측정소명,측정일시,미세먼지,초미세먼지,주소
949,398389,광주 동구,서석동,2017110914,32,21,광주 동구 서남로 1
973,398413,광주 동구,서석동,2017111014,51,29,광주 동구 서남로 1
997,398437,광주 동구,서석동,2017111114,90,19,광주 동구 서남로 1
1021,398461,광주 동구,서석동,2017111214,41,19,광주 동구 서남로 1
1045,398485,광주 동구,서석동,2017111314,73,44,광주 동구 서남로 1
1069,398509,광주 동구,서석동,2017111414,70,20,광주 동구 서남로 1
1093,398533,광주 동구,서석동,2017111514,,,광주 동구 서남로 1
1117,398557,광주 동구,서석동,2017111614,33,,광주 동구 서남로 1
1141,398581,광주 동구,서석동,2017111714,46,24,광주 동구 서남로 1
1165,398605,광주 동구,서석동,2017111814,41,17,광주 동구 서남로 1
1189,398629,광주 동구,서석동,2017111914,27,13,광주 동구 서남로 1
1213,398653,광주 동구,서석동,2017112014,44,23,광주 동구 서남로 1
1237,398677,광주 동구,서석동,2017112114,48,32,광주 동구 서남로 1
1261,398701,광주 동구,서석동,2017112214,83,59,광주 동구 서남로 1
1285,398725,광주 동구,서석동,2017112314,35,12,광주 동구 서남로 1
1309,398749,광주 동구,서석동,2017112414,90,23,광주 동구 서남로 1
1333,398773,광주 동구,서석동,2017112514,45,18,광주 동구 서남로 1
1357,398797,광주 동구,서석동,2017112614,108,56,광주 동구 서남로 1
1381,398821,광주 동구,서석동,2017112714,86,59,광주 동구 서남로 1
1405,398845,광주 동구,서석동,2017112814,111,66,광주 동구 서남로 1
1429,398869,광주 동구,서석동,2017112914,94,47,광주 동구 서남로 1
1453,398893,광주 동구,서석동,2017113014,27,10,광주 동구 서남로 1
1477,398917,광주 동구,서석동,2017120114,25,8,광주 동구 서남로 1
1501,398941,광주 동구,서석동,2017120214,79,47,광주 동구 서남로 1
1525,398965,광주 동구,서석동,2017120314,56,37,광주 동구 서남로 1
1549,398989,광주 동구,서석동,2017120414,41,23,광주 동구 서남로 1
1573,399013,광주 동구,서석동,2017120514,28,11,광주 동구 서남로 1
1597,399037,광주 동구,서석동,2017120614,56,28,광주 동구 서남로 1
1621,399061,광주 동구,서석동,2017120714,80,57,광주 동구 서남로 1
1645,399085,광주 동구,서석동,2017120814,33,21,광주 동구 서남로 1
1669,399109,광주 동구,서석동,2017120914,67,42,광주 동구 서남로 1
1693,399133,광주 동구,서석동,2017121014,52,43,광주 동구 서남로 1
1717,399157,광주 동구,서석동,2017121114,32,12,광주 동구 서남로 1
1741,399181,광주 동구,서석동,2017121214,31,15,광주 동구 서남로 1
1765,399205,광주 동구,서석동,2017121314,33,21,광주 동구 서남로 1
1789,399229,광주 동구,서석동,2017121414,30,14,광주 동구 서남로 1
1813,399253,광주 동구,서석동,2017121514,36,18,광주 동구 서남로 1
1837,399277,광주 동구,서석동,2017121614,35,21,광주 동구 서남로 1
1861,399301,광주 동구,서석동,2017121714,34,18,광주 동구 서남로 1
1885,399325,광주 동구,서석동,2017121814,46,30,광주 동구 서남로 1
1909,399349,광주 동구,서석동,2017121914,50,24,광주 동구 서남로 1
1933,399373,광주 동구,서석동,2017122014,29,16,광주 동구 서남로 1
1957,399397,광주 동구,서석동,2017122114,61,42,광주 동구 서남로 1
1981,399421,광주 동구,서석동,2017122214,89,62,광주 동구 서남로 1
2005,399445,광주 동구,서석동,2017122314,112,67,광주 동구 서남로 1
2029,399469,광주 동구,서석동,2017122414,40,26,광주 동구 서남로 1
2053,399493,광주 동구,서석동,2017122514,31,13,광주 동구 서남로 1
2077,399517,광주 동구,서석동,2017122614,36,27,광주 동구 서남로 1
2101,399541,광주 동구,서석동,2017122714,20,9,광주 동구 서남로 1
2125,399565,광주 동구,서석동,2017122814,77,58,광주 동구 서남로 1
2149,399589,광주 동구,서석동,2017122914,135,93,광주 동구 서남로 1
2173,399613,광주 동구,서석동,2017123014,96,71,광주 동구 서남로 1
2175,755146,광주 동구,서석동,2017123114,103,22,광주 동구 서남로 1
