,瘤开,螟沥老矫,固技刚瘤,檬固技刚瘤
386623,堡林 悼备,2017033108,53.0,42.0
386624,堡林 悼备,2017033109,47.0,38.0
386625,堡林 悼备,2017033110,54.0,37.0
386626,堡林 悼备,2017033111,52.0,34.0
386627,堡林 悼备,2017033112,42.0,27.0
386628,堡林 悼备,2017033113,35.0,21.0
386629,堡林 悼备,2017033114,34.0,22.0
386630,堡林 悼备,2017033115,26.0,16.0
386631,堡林 悼备,2017033116,30.0,17.0
386632,堡林 悼备,2017033117,37.0,27.0
386633,堡林 悼备,2017033118,52.0,31.0
386634,堡林 悼备,2017033119,52.0,32.0
386635,堡林 悼备,2017033120,52.0,31.0
386636,堡林 悼备,2017033121,58.0,38.0
386637,堡林 悼备,2017033122,55.0,34.0
386638,堡林 悼备,2017033123,56.0,35.0
386639,堡林 悼备,2017033124,53.0,34.0
