ÁöÁ¡,ÀÏ½Ã,Æò±Õ±â¿Â(¡ÆC),ÀÏ°­¼ö·®(mm),Æò±Õ Ç³¼Ó(m/s)
722,2017-03-02,2.5,1.5,4
722,2017-03-03,4.6,0,1.6
722,2017-03-04,6.6,0,1.8
722,2017-03-05,7.3,0,1.8
722,2017-03-06,3.1,0,4.4
722,2017-03-07,0.2,0.5,3.2
722,2017-03-08,2.2,0,2.5
722,2017-03-09,6,0,2.3
722,2017-03-10,6.8,0,2
722,2017-03-11,8,0,1.9
722,2017-03-12,10,0,1.8
722,2017-03-13,9,0,2.1
722,2017-03-14,5.6,0,3.1
722,2017-03-15,5.2,0,1.8
722,2017-03-16,5.8,0,2.2
722,2017-03-17,7,0,1.9
722,2017-03-18,9.7,0,1.6
722,2017-03-19,10.3,0,2.1
722,2017-03-20,8.2,9,1.4
722,2017-03-21,7,1,2.9
722,2017-03-22,6.9,0,1.8
722,2017-03-23,9.4,0,2.1
722,2017-03-24,8.8,0,1.6
722,2017-03-25,6.8,11,1.3
722,2017-03-26,6.6,0,2.2
722,2017-03-27,6.9,2,2.2
722,2017-03-28,7.5,1.5,1.9
722,2017-03-29,7.9,3,0.9
722,2017-03-30,11.3,0,1.7
722,2017-03-31,10.4,0.5,1.7
722,2017-04-01,8.7,0,2.5
722,2017-04-02,8.6,0,2.6
722,2017-04-03,10.6,0,2.1
722,2017-04-04,14.3,0,1.9
722,2017-04-05,15.1,25,4.1
722,2017-04-06,14.4,5.5,2.2
722,2017-04-07,15.1,0,1.7
722,2017-04-08,15.9,0,1.8
722,2017-04-09,15.5,0,2
722,2017-04-10,15.8,0,1.8
722,2017-04-11,12.2,11,2.6
722,2017-04-12,12.5,0,3
722,2017-04-13,12.8,0,2.6
722,2017-04-14,15.8,0,3.6
722,2017-04-15,18.3,0.5,1.8
722,2017-04-16,19.7,0,1.7
722,2017-04-17,16,10,1.9
722,2017-04-18,14.1,0,2.8
722,2017-04-19,13.1,0,2.8
722,2017-04-20,12,0.5,1.4
722,2017-04-21,14.1,0,2
722,2017-04-22,13.4,0,2.1
722,2017-04-23,14.1,0,2.2
722,2017-04-24,15.7,0,2.8
722,2017-04-25,18.3,14,2.4
722,2017-04-26,15.6,1.5,2.4
722,2017-04-27,13.3,0,3.1
722,2017-04-28,14.8,0,2.8
722,2017-04-29,17.7,0,2.4
722,2017-04-30,19.8,0,2.9
722,2017-05-01,18.7,0,2.4
722,2017-05-02,18.9,0,1.8
722,2017-05-03,19.6,0,2.1
722,2017-05-04,19.2,1,2.2
722,2017-05-05,18.7,17,1.5
722,2017-05-06,16.8,0,2.6
722,2017-05-07,16.6,0,2.7
722,2017-05-08,17.5,0,1.6
722,2017-05-09,14,12,1.8
722,2017-05-10,15,1.5,2
722,2017-05-11,20.8,0,1.9
722,2017-05-12,18.7,0,1.6
722,2017-05-13,18.6,0,2.3
722,2017-05-14,16.1,0,2.6
722,2017-05-15,15.8,0,2.8
722,2017-05-16,17,0,2
722,2017-05-17,18.5,0,2.2
722,2017-05-18,19.5,0,2.2
722,2017-05-19,20.8,0,1.9
722,2017-05-20,19.9,0,1.8
722,2017-05-21,19.7,0,2
722,2017-05-22,22,0,2.1
722,2017-05-23,21,0,2
722,2017-05-24,21.4,0,1.8
722,2017-05-25,19.5,0,2.8
722,2017-05-26,16,0,3.3
722,2017-05-27,17.9,0,2.2
722,2017-05-28,21.2,0,2.4
722,2017-05-29,23,0,2.2
722,2017-05-30,23.1,0,1.7
722,2017-05-31,22,1,2.2
722,2017-06-01,21.8,0,2.5
722,2017-06-02,19.3,0,2.4
722,2017-06-03,20.4,0,2.5
722,2017-06-04,20.6,0,2.1
722,2017-06-05,22.2,0,2.4
722,2017-06-06,19,6.5,3.2
722,2017-06-07,17.9,1,3.1
722,2017-06-08,20.2,0,2.2
722,2017-06-09,21.7,0,2.3
722,2017-06-10,22.6,0,1.8
722,2017-06-11,23.1,0,2
722,2017-06-12,20.9,0,2
722,2017-06-13,20.5,0,1.9
722,2017-06-14,21,0,2.3
722,2017-06-15,22.4,0,2.5
722,2017-06-16,24.1,0,2
722,2017-06-17,24.1,0,1.9
722,2017-06-18,24.6,0,2.2
722,2017-06-19,24.7,0,2.1
722,2017-06-20,22.1,4,1.9
722,2017-06-21,23.6,0,1.7
722,2017-06-22,25,0,1.9
722,2017-06-23,24.7,0,1.7
722,2017-06-24,24.1,0,1.8
722,2017-06-25,24.3,0,1.9
722,2017-06-26,23.6,2.5,1.8
722,2017-06-27,23.8,0.5,1.8
722,2017-06-28,24.6,11,1.8
722,2017-06-29,23.4,0,1.9
722,2017-06-30,24,8.5,1.5
722,2017-07-01,26,0,2
722,2017-07-02,26.5,33,2.9
722,2017-07-03,26.5,4.5,2.7
722,2017-07-04,26.7,11.5,2.1
722,2017-07-05,26.9,6,1.8
722,2017-07-06,25.5,11,2.1
722,2017-07-07,27,0,3
722,2017-07-08,26.2,25,2.1
722,2017-07-09,27.1,0.5,2
722,2017-07-10,27.1,8,3.4
722,2017-07-11,26.3,1.5,1.9
722,2017-07-12,27.7,0,1.6
722,2017-07-13,27.8,0,1.9
722,2017-07-14,26.3,19.5,1.9
722,2017-07-15,25.2,32.5,2.1
722,2017-07-16,27.9,0,2.5
722,2017-07-17,25.8,16,1.8
722,2017-07-18,26,0,1.5
722,2017-07-19,27.6,0,1.4
722,2017-07-20,28.7,0,1.8
722,2017-07-21,29.9,0,2.1
722,2017-07-22,28.8,0,1.9
722,2017-07-23,28.2,0,1.8
722,2017-07-24,29.4,0,1.8
722,2017-07-25,28.9,0,1.7
722,2017-07-26,28.3,0,2
722,2017-07-27,27.6,0,2
722,2017-07-28,27.5,5,1.8
722,2017-07-29,28.4,0,2.3
722,2017-07-30,27.2,1.5,1.6
722,2017-07-31,26.2,11,1.5
722,2017-08-01,28.1,0,1.3
722,2017-08-02,28.1,4.5,1.4
722,2017-08-03,28.1,0,2.3
722,2017-08-04,29.7,0,1.8
722,2017-08-05,29.8,0.5,1.7
722,2017-08-06,29.5,3,2.2
722,2017-08-07,29,0,2.1
722,2017-08-08,27.9,0,1.7
722,2017-08-09,27.9,0.5,2.1
722,2017-08-10,27.8,0,1.9
722,2017-08-11,27.5,0,1.7
722,2017-08-12,27.1,0,1.7
722,2017-08-13,23.9,8.5,1.6
722,2017-08-14,24.1,49.5,1.5
722,2017-08-15,24.6,4,2.1
722,2017-08-16,26.3,0,1.8
722,2017-08-17,26.1,0,1.9
722,2017-08-18,24.9,0.5,1.6
722,2017-08-19,26.2,0,2.2
722,2017-08-20,26.6,8,3.7
722,2017-08-21,25.2,66.5,2.1
722,2017-08-22,26.3,19,2
722,2017-08-23,28.9,0.5,2.4
722,2017-08-24,28.6,0,3.2
722,2017-08-25,26.6,91,1.8
722,2017-08-26,25.5,0,1.9
722,2017-08-27,23.9,0,1.8
722,2017-08-28,25.1,0,1.9
722,2017-08-29,23.9,21.5,2.4
722,2017-08-30,21.3,0,2
722,2017-08-31,23.2,0,2
722,2017-09-01,23.3,0,1.6
722,2017-09-02,21.9,0,1.9
722,2017-09-03,22.3,0,1.9
722,2017-09-04,22.4,0,1.7
722,2017-09-05,20.8,5.5,0.9
722,2017-09-06,21.6,23,1
722,2017-09-07,21.8,0.5,1.8
722,2017-09-08,22,0,1.6
722,2017-09-09,22.6,0,1.6
722,2017-09-10,24.1,0,2
722,2017-09-11,21.6,96.5,1.9
722,2017-09-12,22.9,0,1.8
722,2017-09-13,22.5,0,1.8
722,2017-09-14,21.8,0,1.6
722,2017-09-15,20.7,0,1.9
722,2017-09-16,20.3,0,1.9
722,2017-09-17,22.7,0,1.8
722,2017-09-18,21.5,0,2.3
722,2017-09-19,23.4,0,2.1
722,2017-09-20,21.1,0,1.9
722,2017-09-21,19.5,0,1.6
722,2017-09-22,21,0,1.7
722,2017-09-23,21,0,1.7
722,2017-09-24,22.6,0,1.4
722,2017-09-25,23.7,0,1.7
722,2017-09-26,24.9,0,1.8
722,2017-09-27,20.4,5.5,1.8
722,2017-09-28,20.9,0,2
722,2017-09-29,17.2,0,2
722,2017-09-30,18.2,0,1.7
722,2017-10-01,18.2,43.5,1.7
722,2017-10-02,20.8,8,1.1
722,2017-10-03,19.4,0,1.7
722,2017-10-04,19.3,0,1.5
722,2017-10-05,17.3,8,1.3
722,2017-10-06,16.6,9.5,0.8
722,2017-10-07,20.3,0,1.3
722,2017-10-08,21.6,0,1.4
722,2017-10-09,22.2,0,1.5
722,2017-10-10,22.5,0,1.8
722,2017-10-11,18.5,2.5,2
722,2017-10-12,13.2,9,1.8
722,2017-10-13,14.5,0,1.7
722,2017-10-14,16.9,0,2
722,2017-10-15,14.7,5.5,1.4
722,2017-10-16,15.6,0,1.5
722,2017-10-17,15.2,0,1.4
722,2017-10-18,16.1,0,1.4
722,2017-10-19,15.7,0,1.5
722,2017-10-20,16.4,0,1.7
722,2017-10-21,17.4,0,1.6
722,2017-10-22,18,0,2.4
722,2017-10-23,14.8,0,1.5
722,2017-10-24,13.3,0,1.5
722,2017-10-25,12.9,0,1.7
722,2017-10-26,13.8,0,1.5
722,2017-10-27,15.3,0,1.6
722,2017-10-28,16.5,0,1.3
722,2017-10-29,13.6,0,3.6
722,2017-10-30,9.3,0,2.3
722,2017-10-31,10,0,1.6
722,2017-11-01,11.2,0,1.7
722,2017-11-02,12.6,0,1.3
722,2017-11-03,11.7,1,2.2
722,2017-11-04,8.9,0,2.4
722,2017-11-05,8.4,0,1.9
722,2017-11-06,10.1,0,1.6
722,2017-11-07,15.7,0,1.2
722,2017-11-08,14.7,0,2.4
722,2017-11-09,11.7,0,1.7
722,2017-11-10,13.7,0.5,2.6
722,2017-11-11,8.6,0,2.4
722,2017-11-12,7.1,0,1.5
722,2017-11-13,9.5,0,1.4
722,2017-11-14,10.1,0,1.9
722,2017-11-15,6.6,0,2.2
722,2017-11-16,5.6,0,1.8
722,2017-11-17,8,0,1.3
722,2017-11-18,3.2,0,3.9
722,2017-11-19,3.1,0,2.2
722,2017-11-20,5.7,0,1.9
722,2017-11-21,5.2,0,1.7
722,2017-11-22,7.4,0,1.9
722,2017-11-23,4.2,0.5,2.4
722,2017-11-24,4.5,0,2.9
722,2017-11-25,6.3,0,2.5
722,2017-11-26,9.3,0,2.1
722,2017-11-27,4.9,0,1.5
722,2017-11-28,9.2,0,1
722,2017-11-29,8.8,0,1.6
722,2017-11-30,3,0,2.5
722,2017-12-01,1.7,0,2.2
722,2017-12-02,1.8,0,1.3
722,2017-12-03,5.6,0,1.6
722,2017-12-04,3.2,0,2.6
722,2017-12-05,-0.5,0,2
722,2017-12-06,2.8,0,1.8
722,2017-12-07,3.5,1,1.8
722,2017-12-08,0,0,2.5
722,2017-12-09,2.2,0,1
722,2017-12-10,5,3,2.3
722,2017-12-11,0,0,4
722,2017-12-12,-3.4,0,2.6
722,2017-12-13,-2.3,0,2.6
722,2017-12-14,-1.8,0,1.3
722,2017-12-15,0.5,0,1.5
722,2017-12-16,-0.5,0,2.6
722,2017-12-17,-2.4,0,1.9
722,2017-12-18,1.2,0,1.6
722,2017-12-19,0.4,0,2.6
722,2017-12-20,1.5,0.5,1.3
722,2017-12-21,1.8,0,1.7
722,2017-12-22,2.2,0,1.5
722,2017-12-23,5.1,0,1.3
722,2017-12-24,7.1,20.5,3.2
722,2017-12-25,1.7,0,3.6
722,2017-12-26,0.7,0,2.9
722,2017-12-27,-1.5,0,2.3
722,2017-12-28,1,0,1.9
722,2017-12-29,4.4,0,1
722,2017-12-30,5.5,0.5,1.2
722,2017-12-31,3.6,0,2.7
